Listing Title,Monthly Costs,Availability,Size,Deposit,Key Price,Floor,Year Built,Nearest Station
"1K APARTMENT
IN TORANOMON
MINATO-KU, TOKYO","Monthly Costs ¥160,000",Available Now,Size 29.56 m²,Deposit ¥0,Key Money ¥0,Floor 6 / 10F,Year Built 2020,Nearest Station Kamiyacho Station (4 min. walk)
"1DK APARTMENT
IN KAMINOGE
SETAGAYA-KU, TOKYO","Monthly Costs ¥127,000","Available From Mar 23, 2021",Size 42.72 m²,"Deposit ¥122,000",Key Money ¥0,Floor 2 / 3F,Year Built 2018,Nearest Station Kaminoge Station (13 min. walk)
"1K APARTMENT
IN IZUMI
SUGINAMI-KU, TOKYO","Monthly Costs ¥79,000","Available From Mar 4, 2021",Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2003,Nearest Station Daitabashi Station (13 min. walk)
"1K APARTMENT
IN HIGASHIKANDA
CHIYODA-KU, TOKYO","Monthly Costs ¥139,000",Available Now,Size 25.83 m²,Deposit ¥0,Key Money ¥0,Floor 8 / 12F,Year Built 2020,Nearest Station Asakusabashi Station (5 min. walk)
"2LDK APARTMENT
IN AKASAKA
MINATO-KU, TOKYO","Monthly Costs ¥300,000","Available From Mar 14, 2021",Size 52.83 m²,"Deposit ¥280,000",Key Money ¥0,Floor 2 / 7F,Year Built 1999,Nearest Station Tameike-sanno Station (3 min. walk)
"1K APARTMENT
IN HONCHO
ITABASHI-KU, TOKYO","Monthly Costs ¥104,000",Available Now,Size 25.62 m²,Deposit ¥0,Key Money ¥0,Floor 7 / 7F,Year Built 2021,Nearest Station Itabashi Honchou Station (5 min. walk)
"1K APARTMENT
IN MIDORI
SUMIDA-KU, TOKYO","Monthly Costs ¥108,000",Available Now,Size 25.43 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 9F,Year Built 2020,Nearest Station Kikukawa Station (9 min. walk)
"1K APARTMENT
IN SAKURAJOSUI
SETAGAYA-KU, TOKYO","Monthly Costs ¥78,000","Available From Mar 4, 2021",Size 20.76 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2016,Nearest Station Sakurajousui Station (15 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN MIDORI
SUMIDA-KU, TOKYO","Monthly Costs ¥109,500",Available Now,Size 25.23 m²,Deposit ¥0,Key Money ¥0,Floor 5 / 9F,Year Built 2020,Nearest Station Kikukawa Station (9 min. walk)
"1K APARTMENT
IN MORISHITA
KOTO-KU, TOKYO","Monthly Costs ¥120,500",Available Now,Size 25.64 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 8F,Year Built 2020,Nearest Station Morishita Station (3 min. walk)
"1K APARTMENT
IN HIGASHIKANDA
CHIYODA-KU, TOKYO","Monthly Costs ¥135,000",Available Now,Size 25.83 m²,Deposit ¥0,Key Money ¥0,Floor 7 / 12F,Year Built 2020,Nearest Station Asakusabashi Station (5 min. walk)
"1K APARTMENT
IN HIGASHIKANDA
CHIYODA-KU, TOKYO","Monthly Costs ¥139,500",Available Now,Size 25.83 m²,Deposit ¥0,Key Money ¥0,Floor 9 / 12F,Year Built 2020,Nearest Station Asakusabashi Station (5 min. walk)
"1K APARTMENT
IN MIDORI
SUMIDA-KU, TOKYO","Monthly Costs ¥118,000",Available Now,Size 25.64 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 11F,Year Built 2020,Nearest Station Ryogoku Station (5 min. walk)
"1K APARTMENT
IN KASUYA
SETAGAYA-KU, TOKYO","Monthly Costs ¥70,000",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2006,Nearest Station Roka Koen Station (13 min. walk)
"PRIVATE GUESTHOUSE
IN MEJIRO
TOSHIMA-KU, TOKYO","Monthly Costs ¥57,000",Available Now,Size 7.00 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 4F,Year Built 1959,Nearest Station Mejiro Station (4 min. walk)
"1K APARTMENT
IN NAKAOCHIAI
SHINJUKU-KU, TOKYO","Monthly Costs ¥87,000",Available Now,Size 26.08 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 2003,Nearest Station Nakai Station (9 min. walk)
"1K APARTMENT
IN HIGASHIKANDA
CHIYODA-KU, TOKYO","Monthly Costs ¥139,500",Available Now,Size 25.83 m²,Deposit ¥0,Key Money ¥0,Floor 9 / 12F,Year Built 2020,Nearest Station Asakusabashi Station (5 min. walk)
"1K APARTMENT
IN KAIGAN(3-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥129,000",Available Now,Size 25.67 m²,"Deposit ¥119,000",Key Money ¥0,Floor 2 / 8F,Year Built 2020,Nearest Station Shibaura Futou Station (3 min. walk)
"1LDK APARTMENT
IN SHIBA(1-3-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥188,000",Available Now,Size 53.52 m²,"Deposit ¥178,000","Key Money ¥178,000",Floor 5 / 10F,Year Built 1997,Nearest Station Akabanebashi Station (2 min. walk)
"1K APARTMENT
IN DAIKYOCHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥144,000",Available Now,Size 25.63 m²,Deposit ¥0,Key Money ¥0,Floor 8 / 10F,Year Built 2020,Nearest Station Yotsuya San Choume Station (7 min. walk)
"1K APARTMENT
IN MORISHITA
KOTO-KU, TOKYO","Monthly Costs ¥120,000",Available Now,Size 25.52 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 8F,Year Built 2020,Nearest Station Morishita Station (3 min. walk)
"1K APARTMENT
IN MORISHITA
KOTO-KU, TOKYO","Monthly Costs ¥119,500",Available Now,Size 25.52 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 8F,Year Built 2020,Nearest Station Morishita Station (3 min. walk)
"1K APARTMENT
IN KUGAHARA
OTA-KU, TOKYO","Monthly Costs ¥57,000","Available From Mar 23, 2021",Size 14.10 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 1990,Nearest Station Mitakesan Station (14 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN HONCHO
ITABASHI-KU, TOKYO","Monthly Costs ¥103,000",Available Now,Size 25.62 m²,Deposit ¥0,Key Money ¥0,Floor 5 / 7F,Year Built 2021,Nearest Station Itabashi Honchou Station (5 min. walk)
"1K APARTMENT
IN NISHIWASEDA(SONOTA)
SHINJUKU-KU, TOKYO","Monthly Costs ¥118,000",Available Now,Size 25.89 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 11F,Year Built 2020,Nearest Station Waseda Station (3 min. walk)
"1K APARTMENT
IN HONCHO
ITABASHI-KU, TOKYO","Monthly Costs ¥103,000",Available Now,Size 25.62 m²,Deposit ¥0,Key Money ¥0,Floor 6 / 7F,Year Built 2021,Nearest Station Itabashi Honchou Station (5 min. walk)
"1K APARTMENT
IN NISHIWASEDA(SONOTA)
SHINJUKU-KU, TOKYO","Monthly Costs ¥119,000",Available Now,Size 25.89 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 11F,Year Built 2020,Nearest Station Waseda Station (3 min. walk)
"1K APARTMENT
IN HIGASHIKANDA
CHIYODA-KU, TOKYO","Monthly Costs ¥136,000",Available Now,Size 25.83 m²,Deposit ¥0,Key Money ¥0,Floor 9 / 12F,Year Built 2020,Nearest Station Asakusabashi Station (5 min. walk)
"1K APARTMENT
IN MIDORI
SUMIDA-KU, TOKYO","Monthly Costs ¥117,500",Available Now,Size 25.64 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 11F,Year Built 2020,Nearest Station Ryogoku Station (5 min. walk)
"1LDK APARTMENT
IN DAIKYOCHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥262,000","Available From Mar 11, 2021",Size 40.76 m²,"Deposit ¥494,000",Key Money ¥0,Floor 3 / 5F,Year Built 2020,Nearest Station Yotsuya San Choume Station (7 min. walk)
"1K APARTMENT
IN HIKAWADAI
NERIMA-KU, TOKYO","Monthly Costs ¥84,000",Available Now,Size 20.29 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 4F,Year Built 2018,Nearest Station Hikawadai Station (6 min. walk)
"1K APARTMENT
IN MORISHITA
KOTO-KU, TOKYO","Monthly Costs ¥119,500",Available Now,Size 25.64 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2020,Nearest Station Morishita Station (3 min. walk)
"1R APARTMENT
IN HIGASHIGOKENCHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥113,000",Available Now,Size 27.80 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 4F,Year Built 2015,Nearest Station Iidabashi Station (9 min. walk)
"1K APARTMENT
IN SHIMOIGUSA
SUGINAMI-KU, TOKYO","Monthly Costs ¥87,000","Available From Apr 8, 2021",Size 25.62 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2013,Nearest Station Shimoigusa Station (10 min. walk)
"1R APARTMENT
IN SENDAGAYA
SHIBUYA-KU, TOKYO","Monthly Costs ¥132,000","Available From Mar 4, 2021",Size 29.65 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 4F,Year Built 2015,Nearest Station Kita Sandou Station (5 min. walk)
"1K APARTMENT
IN MIDORI
SUMIDA-KU, TOKYO","Monthly Costs ¥117,000",Available Now,Size 25.64 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 11F,Year Built 2020,Nearest Station Ryogoku Station (5 min. walk)
"1K APARTMENT
IN MORISHITA
KOTO-KU, TOKYO","Monthly Costs ¥120,000",Available Now,Size 25.64 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 8F,Year Built 2020,Nearest Station Morishita Station (3 min. walk)
"1K APARTMENT
IN UDAGAWACHO
SHIBUYA-KU, TOKYO","Monthly Costs ¥102,500",Available Now,Size 21.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 5F,Year Built 2001,Nearest Station Shibuya Station (11 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN MAENOCHO
ITABASHI-KU, TOKYO","Monthly Costs ¥63,000",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2010,Nearest Station Shimura-sakaue Station (10 min. walk)
"1DK APARTMENT
IN OHARA
SETAGAYA-KU, TOKYO","Monthly Costs ¥139,000",Available Now,Size 30.54 m²,"Deposit ¥256,000",Key Money ¥0,Floor 1 / 4F,Year Built 2018,Nearest Station Sasazuka Station (8 min. walk)
"1K APARTMENT
IN MORISHITA
KOTO-KU, TOKYO","Monthly Costs ¥116,500",Available Now,Size 25.66 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 9F,Year Built 2020,Nearest Station Kikukawa Station (2 min. walk)
"3LDK APARTMENT
IN SHINKAWA
CHUO-KU, TOKYO","Monthly Costs ¥336,500",Available Now,Size 65.90 m²,"Deposit ¥321,500",Key Money ¥0,Floor 2 / 12F,Year Built 2020,Nearest Station Hacchoubori Station (4 min. walk)
"1K APARTMENT
IN SEKIMACHIKITA
NERIMA-KU, TOKYO","Monthly Costs ¥49,000",Available Now,Size 16.32 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 1993,Nearest Station Musashi Seki Station (5 min. walk)
"1K APARTMENT
IN YOYOGI
SHIBUYA-KU, TOKYO","Monthly Costs ¥127,000",Available Now,Size 24.11 m²,"Deposit ¥115,000",Key Money ¥0,Floor 4 / 5F,Year Built 2020,Nearest Station Sangubashi Station (3 min. walk)
"1R APARTMENT
IN MINAMIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥158,000",Available Now,Size 25.51 m²,Deposit ¥0,Key Money ¥0,Floor 6 / 11F,Year Built 2017,Nearest Station Shirokane-takanawa Station (10 min. walk)
"1K APARTMENT
IN HONCHO
ITABASHI-KU, TOKYO","Monthly Costs ¥104,000",Available Now,Size 25.62 m²,Deposit ¥0,Key Money ¥0,Floor 7 / 7F,Year Built 2021,Nearest Station Itabashi Honchou Station (5 min. walk)
"1K APARTMENT
IN SHIMOSHAKUJII
NERIMA-KU, TOKYO","Monthly Costs ¥78,000",Available Now,Size 24.64 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2012,Nearest Station Iogi Station (11 min. walk)
"3LDK APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥801,650",Available Now,Size 131.85 m²,"Deposit ¥800,000","Key Money ¥800,000",Floor 13 / 14F,Year Built 2004,Nearest Station Roppongi Station (10 min. walk)
"1K APARTMENT
IN SOSHIGAYA
SETAGAYA-KU, TOKYO","Monthly Costs ¥69,000","Available From Mar 8, 2021",Size 19.73 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2007,Nearest Station Soshigaya Okura Station (13 min. walk)
"1LDK APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥244,650",Available From Late Mar 2021,Size 51.73 m²,"Deposit ¥228,000","Key Money ¥228,000",Floor 4 / 14F,Year Built 2004,Nearest Station Roppongi Station (10 min. walk)
"1K APARTMENT
IN SETAGAYA
SETAGAYA-KU, TOKYO","Monthly Costs ¥75,000",Available Now,Size 20.81 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 3F,Year Built 2008,Nearest Station Kamimachi Station (7 min. walk)
"1K APARTMENT
IN SHIMORENJAKU
MITAKA-SHI, TOKYO","Monthly Costs ¥70,000","Available From Apr 8, 2021",Size 23.61 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2007,Nearest Station Mitaka Station (11 min. walk)
"1K APARTMENT
IN OTOWA
BUNKYO-KU, TOKYO","Monthly Costs ¥124,000",Available Now,Size 26.25 m²,Deposit ¥0,Key Money ¥0,Floor 9 / 12F,Year Built 2017,Nearest Station Edogawabashi Station (6 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN HIKAWADAI
NERIMA-KU, TOKYO","Monthly Costs ¥83,000",Available Now,Size 31.41 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2011,Nearest Station Hikawadai Station (13 min. walk)
"1K APARTMENT
IN NARITANISHI
SUGINAMI-KU, TOKYO","Monthly Costs ¥85,000","Available From Mar 4, 2021",Size 22.90 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2017,Nearest Station Hamadayama Station (12 min. walk)
"1K APARTMENT
IN HASUNE
ITABASHI-KU, TOKYO","Monthly Costs ¥65,000",Available Now,Size 20.81 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 3F,Year Built 2008,Nearest Station Hasune Station (15 min. walk)
"1DK APARTMENT
IN DAIKYOCHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥147,000","Available From Mar 31, 2021",Size 25.52 m²,"Deposit ¥270,000",Key Money ¥0,Floor 3 / 5F,Year Built 2020,Nearest Station Yotsuya San Choume Station (7 min. walk)
"1LDK APARTMENT
IN MINAMIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥268,110",Available Now,Size 57.35 m²,"Deposit ¥268,000","Key Money ¥268,000",Floor 10 / 10F,Year Built 2003,Nearest Station Azabu-juban Station (4 min. walk)
"1K APARTMENT
IN KITASHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥135,110",Available Now,Size 26.29 m²,"Deposit ¥125,000",Key Money ¥0,Floor 6 / 13F,Year Built 2015,Nearest Station Okubo Station (4 min. walk)
"1LDK APARTMENT
IN MINAMIAOYAMA
MINATO-KU, TOKYO","Monthly Costs ¥355,000",Available Now,Size 70.48 m²,"Deposit ¥680,000",Key Money ¥0,Floor 4 / 7F,Year Built 2004,Nearest Station Gaien Mae Station (6 min. walk)
"1LDK APARTMENT
IN MINAMIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥378,110",Available Now,Size 61.35 m²,"Deposit ¥732,000","Key Money ¥366,000",Floor 2 / 5F,Year Built 2018,Nearest Station Hiroo Station (4 min. walk)
"1LDK APARTMENT
IN AKASAKA
MINATO-KU, TOKYO","Monthly Costs ¥205,650",Available Now,Size 41.42 m²,"Deposit ¥194,000",Key Money ¥0,Floor 2 / 5F,Year Built 2004,Nearest Station Akasaka Station (8 min. walk)
"1R APARTMENT
IN MINAMIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥148,000",Available Now,Size 25.27 m²,"Deposit ¥140,000",Key Money ¥0,Floor 8 / 9F,Year Built 2001,Nearest Station Azabu-juban Station (6 min. walk)
"2LDK APARTMENT
IN KITASHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥289,000",Available Now,Size 83.56 m²,"Deposit ¥269,000","Key Money ¥269,000",Floor 2 / 5F,Year Built 1997,Nearest Station Okubo Station (7 min. walk)
"1LDK APARTMENT
IN MITA
MINATO-KU, TOKYO","Monthly Costs ¥268,000",Available Now,Size 55.94 m²,"Deposit ¥256,000","Key Money ¥256,000",Floor 15 / 25F,Year Built 2003,Nearest Station Azabu-juban Station (4 min. walk)
"2LDK APARTMENT
IN MITA
MINATO-KU, TOKYO","Monthly Costs ¥2,200,110",Available Now,Size 217.29 m²,"Deposit ¥4,400,000",Key Money ¥0,Floor 9 / 11F,Year Built 2017,Nearest Station Azabu-juban Station (8 min. walk)
"1R APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥157,650",Available From Early Apr 2021,Size 33.65 m²,"Deposit ¥146,000","Key Money ¥146,000",Floor 4 / 14F,Year Built 2004,Nearest Station Roppongi Station (10 min. walk)
"1LDK APARTMENT
IN HOMMACHI
SHIBUYA-KU, TOKYO","Monthly Costs ¥236,440",Available Now,Size 42.15 m²,"Deposit ¥224,000",Key Money ¥0,Floor 13 / 14F,Year Built 2019,Nearest Station Nishishinjuku Go Choume Station (4 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN NISHISHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥187,000","Available From Apr 12, 2021",Size 22.49 m²,Deposit ¥0,Key Money ¥0,Floor 6 / 7F,Year Built 2010,Nearest Station Nakanosakaue Station (6 min. walk)
"1LDK APARTMENT
IN SHIBAURA(2-4-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥236,000","Available From Apr 7, 2021",Size 52.71 m²,"Deposit ¥456,000","Key Money ¥228,000",Floor 19 / 30F,Year Built 2021,Nearest Station Tamachi Station (8 min. walk)
"1LDK APARTMENT
IN MOTOAZABU
MINATO-KU, TOKYO","Monthly Costs ¥580,110",Available From Mid Mar 2021,Size 70.20 m²,"Deposit ¥1,160,000",Key Money ¥0,Floor 4 / 6F,Year Built 2019,Nearest Station Azabu-juban Station (5 min. walk)
"1K APARTMENT
IN EBISU
SHIBUYA-KU, TOKYO","Monthly Costs ¥252,110",Available Now,Size 43.09 m²,"Deposit ¥504,000","Key Money ¥504,000",Floor 3 / 10F,Year Built 2009,Not Available
"1LDK APARTMENT
IN AKASAKA
MINATO-KU, TOKYO","Monthly Costs ¥218,110",Available Now,Size 44.31 m²,"Deposit ¥218,000",Key Money ¥0,Floor 3 / 16F,Year Built 2005,Nearest Station Tameike-sanno Station (2 min. walk)
"2LDK APARTMENT
IN SUIDOCHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥300,000",Available Now,Size 69.08 m²,Deposit ¥0,Key Money ¥0,Floor 6 / 7F,Year Built 1988,Nearest Station Kagurazaka Station (5 min. walk)
"1LDK APARTMENT
IN KAMIOCHIAI
SHINJUKU-KU, TOKYO","Monthly Costs ¥168,110",Available Now,Size 55.00 m²,"Deposit ¥156,000","Key Money ¥156,000",Floor 3 / 5F,Year Built 2003,Nearest Station Ochiai Station (3 min. walk)
"1K APARTMENT
IN NARIMASU
ITABASHI-KU, TOKYO","Monthly Costs ¥75,000",Available Now,Size 28.02 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 2011,Nearest Station Narimasu Station (10 min. walk)
"1LDK APARTMENT
IN UDAGAWACHO
SHIBUYA-KU, TOKYO","Monthly Costs ¥377,110",Available Now,Size 47.03 m²,"Deposit ¥377,000",Key Money ¥0,Floor 13 / 43F,Year Built 2020,Nearest Station Shibuya Station (9 min. walk)
"1LDK APARTMENT
IN MINAMIAOYAMA
MINATO-KU, TOKYO","Monthly Costs ¥235,110",Available Now,Size 48.20 m²,"Deposit ¥235,000","Key Money ¥235,000",Floor 4 / 6F,Year Built 2006,Nearest Station Aoyamaicchoume Station (5 min. walk)
"1LDK APARTMENT
IN NAKANOBU
SHINAGAWA-KU, TOKYO","Monthly Costs ¥165,000",Available Now,Size 43.11 m²,"Deposit ¥150,000","Key Money ¥150,000",Floor 10 / 14F,Year Built 2005,Nearest Station Nakanobu Station (3 min. walk)
"1K APARTMENT
IN HIGASHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥163,110",Available Now,Size 32.09 m²,"Deposit ¥153,000",Key Money ¥0,Floor 4 / 8F,Year Built 2016,Nearest Station Azabu-juban Station (3 min. walk)
"1K APARTMENT
IN SHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥137,000","Available From Apr 11, 2021",Size 25.50 m²,"Deposit ¥250,000",Key Money ¥0,Floor 1 / 6F,Year Built 2018,Nearest Station Shinjuku Station (7 min. walk)
"1K APARTMENT
IN HIGASHI
SHIBUYA-KU, TOKYO","Monthly Costs ¥160,110",Available Now,Size 26.57 m²,"Deposit ¥150,000",Key Money ¥0,Floor 12 / 15F,Year Built 2017,Nearest Station Shibuya Station (8 min. walk)
"1K APARTMENT
IN WAKAGI
ITABASHI-KU, TOKYO","Monthly Costs ¥68,000",Available Now,Size 20.81 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 3F,Year Built 2011,Nearest Station Kamiitabashi Station (15 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"2LDK APARTMENT
IN AKASAKA
MINATO-KU, TOKYO","Monthly Costs ¥520,110",Available Now,Size 68.15 m²,"Deposit ¥1,040,000",Key Money ¥0,Floor 3 / 6F,Year Built 2019,Nearest Station Aoyamaicchoume Station (4 min. walk)
"1LDK APARTMENT
IN HYAKUNINCHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥187,000",Available Now,Size 50.15 m²,"Deposit ¥175,000",Key Money ¥0,Floor 7 / 22F,Year Built 1992,Not Available
"1LDK APARTMENT
IN TAKANAWA
MINATO-KU, TOKYO","Monthly Costs ¥228,110",Available Now,Size 43.86 m²,"Deposit ¥436,000","Key Money ¥218,000",Floor 2 / 6F,Year Built 2020,Nearest Station Takanawadai Station (5 min. walk)
"1K APARTMENT
IN TSURUMAKI
SETAGAYA-KU, TOKYO","Monthly Costs ¥109,000","Available From Apr 14, 2021",Size 25.50 m²,"Deposit ¥103,000",Key Money ¥0,Floor 3 / 3F,Year Built 2020,Nearest Station Sakurashinmachi Station (4 min. walk)
"1LDK APARTMENT
IN SHIBUYA
SHIBUYA-KU, TOKYO","Monthly Costs ¥210,000",Available Now,Size 33.16 m²,"Deposit ¥198,000",Key Money ¥0,Floor 4 / 4F,Year Built 2019,Nearest Station Omotesando Station (8 min. walk)
"1K APARTMENT
IN EBISUMINAMI
SHIBUYA-KU, TOKYO","Monthly Costs ¥124,000",Available Now,Size 21.33 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 3F,Year Built 2016,Nearest Station Ebisu Station (5 min. walk)
"1LDK APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥349,000","Available From Mar 20, 2021",Size 40.58 m²,"Deposit ¥331,000",Key Money ¥0,Floor 4 / 4F,Year Built 2021,Nearest Station Roppongi Station (4 min. walk)
"1K APARTMENT
IN HORINOCHI
SUGINAMI-KU, TOKYO","Monthly Costs ¥93,000",Available Now,Size 22.93 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 4F,Year Built 2015,Nearest Station Shin Koenji Station (12 min. walk)
"1K APARTMENT
IN YANAKA
TAITO-KU, TOKYO","Monthly Costs ¥93,000",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 3F,Year Built 2008,Nearest Station Nippori Station (4 min. walk)
"3LDK APARTMENT
IN HYAKUNINCHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥480,000",Available Now,Size 151.79 m²,"Deposit ¥468,000","Key Money ¥468,000",Floor 4 / 22F,Year Built 1992,Nearest Station Okubo Station (3 min. walk)
"1LDK APARTMENT
IN MINAMIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥210,000",Available Now,Size 33.16 m²,"Deposit ¥198,000",Key Money ¥0,Floor 4 / 4F,Year Built 2003,Not Available
"2LDK APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥413,000","Available From Mar 20, 2021",Size 48.69 m²,"Deposit ¥395,000",Key Money ¥0,Floor 4 / 4F,Year Built 2021,Nearest Station Roppongi Station (4 min. walk)
"1K APARTMENT
IN SEKIMACHIMINAMI
NERIMA-KU, TOKYO","Monthly Costs ¥71,000",Available Now,Size 22.54 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 4F,Year Built 2015,Nearest Station Higashifushimi Station (11 min. walk)
"2LDK APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥379,000","Available From Mar 20, 2021",Size 46.26 m²,"Deposit ¥361,000",Key Money ¥0,Floor 2 / 4F,Year Built 2021,Nearest Station Roppongi Station (4 min. walk)
"1K APARTMENT
IN CHUO
NAKANO-KU, TOKYO","Monthly Costs ¥94,000",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 3F,Year Built 2010,Nearest Station Nakanosakaue Station (4 min. walk)
